document_id,hansardDate,year,month,day_of_week,scrapMethod,docLength,decade,split_type,wordCount,actual_word_count,actual_doc_length,text_source,quality_score,quality_grade,export_timestamp
6734c85e538e3ad97ae5e2d7,2018-11-21,2018,11,Wednesday,pdfplumber,long,2010s,train,68347,68347,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734c959538e3ad97ae5e2e0,2018-12-06,2018,12,Thursday,pdfplumber,long,2010s,train,85376,85376,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734c9ca538e3ad97ae5e2e3,2019-03-11,2019,3,Monday,pdfplumber,medium,2010s,train,5933,5933,medium,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734ca02538e3ad97ae5e2e6,2019-03-14,2019,3,Thursday,pdfplumber,long,2010s,train,48130,48130,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734cbb8538e3ad97ae5e2f7,2019-07-01,2019,7,Monday,pdfplumber,long,2010s,train,62976,62976,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734cd43538e3ad97ae5e308,2019-10-14,2019,10,Monday,pdfplumber,long,2010s,train,63142,63142,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734cd58538e3ad97ae5e309,2019-10-15,2019,10,Tuesday,pdfplumber,long,2010s,train,62125,62125,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734cec8538e3ad97ae5e318,2019-11-12,2019,11,Tuesday,pdfplumber,long,2010s,train,82884,82884,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734cfe1538e3ad97ae5e321,2019-11-27,2019,11,Wednesday,tesseract,long,2010s,train,88138,92146,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734d05c538e3ad97ae5e326,2019-12-05,2019,12,Thursday,pdfplumber,long,2010s,train,52233,52233,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734d14a538e3ad97ae5e329,2020-07-14,2020,7,Tuesday,pdfplumber,long,2020s,train,59796,59796,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734d2e2538e3ad97ae5e33c,2020-08-18,2020,8,Tuesday,pdfplumber,long,2020s,train,52184,52184,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734d38b538e3ad97ae5e341,2020-11-02,2020,11,Monday,pdfplumber,long,2020s,train,25325,25325,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734d3f7538e3ad97ae5e349,2020-11-12,2020,11,Thursday,pdfplumber,long,2020s,train,36170,36170,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734d4c4538e3ad97ae5e355,2020-12-03,2020,12,Thursday,pdfplumber,long,2020s,train,40666,40666,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734d699538e3ad97ae5e362,2021-09-13,2021,9,Monday,pdfplumber,medium,2020s,train,5186,5186,medium,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734d7d3538e3ad97ae5e36c,2021-10-04,2021,10,Monday,pdfplumber,long,2020s,train,60993,60993,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734d871538e3ad97ae5e373,2021-10-26,2021,10,Tuesday,pdfplumber,long,2020s,train,66409,66409,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734d9dd538e3ad97ae5e385,2021-11-25,2021,11,Thursday,pdfplumber,long,2020s,train,59817,59817,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734da31538e3ad97ae5e389,2021-12-02,2021,12,Thursday,pdfplumber,long,2020s,train,61959,61959,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734da57538e3ad97ae5e38b,2021-12-07,2021,12,Tuesday,pdfplumber,long,2020s,train,50778,50778,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734dcfd538e3ad97ae5e3a6,2022-07-19,2022,7,Tuesday,pdfplumber,long,2020s,train,61661,61661,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734e75ff8efe8ec4b7efdc3,2021-09-22,2021,9,Wednesday,pdfplumber,long,2020s,train,79756,79756,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734e9f0f8efe8ec4b7efdd3,2023-02-24,2023,2,Friday,pdfplumber,long,2020s,train,14714,14714,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734ebe5f8efe8ec4b7efde9,2023-04-04,2023,4,Tuesday,pdfplumber,long,2020s,train,38533,38533,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734edcdf8efe8ec4b7efdfb,2023-10-09,2023,10,Monday,pdfplumber,long,2020s,train,82004,82004,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734ee53f8efe8ec4b7efe02,2023-10-18,2023,10,Wednesday,pdfplumber,long,2020s,train,63594,63594,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734ee6ef8efe8ec4b7efe03,2023-10-19,2023,10,Thursday,pdfplumber,long,2020s,train,73344,73344,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734ef83f8efe8ec4b7efe0f,2023-11-09,2023,11,Thursday,pdfplumber,long,2020s,train,62241,62241,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734f367f8efe8ec4b7efe39,2024-07-15,2024,7,Monday,pdfplumber,long,2020s,train,57236,57236,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67fbf53c650f7d73231396b3,2025-02-13,2025,2,Thursday,pdfplumber,long,2020s,train,56497,56497,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67fbf560650f7d73231396b8,2024-12-11,2024,12,Wednesday,pdfplumber,long,2020s,train,68699,68699,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67fbf8bd650f7d73231396c8,2025-03-03,2025,3,Monday,tesseract,long,2020s,train,56435,59093,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
